4400,2200,1100,550,275,138,69,34,17,9,4,2,1
0.210960233,0.216294859,0.213385063,0.222114452,0.228903977,0.232783705,0.249757517,0.237633366,0.245392823,0.242483026,0.243452958,0.246847721,0.284675073
0.204655674,0.211930165,0.214839961,0.217264791,0.229873909,0.227449079,0.250727449,0.247332687,0.237633366,0.238118332,0.242967992,0.25557711,0.282735209
0.209990301,0.213870029,0.216294859,0.227449079,0.226479146,0.231813773,0.253637245,0.247332687,0.246362755,0.24442289,0.242483026,0.256062076,0.274975752
0.212415131,0.214354995,0.219689622,0.231813773,0.231328807,0.242967992,0.252182347,0.249757517,0.251212415,0.246847721,0.248302619,0.253637245,0.284675073
0.211445199,0.212415131,0.225509214,0.220659554,0.231328807,0.234723569,0.254607177,0.249757517,0.23957323,0.238603298,0.23957323,0.253637245,0.270611057
0.209505335,0.213385063,0.22114452,0.225509214,0.225024248,0.230843841,0.250727449,0.238118332,0.238118332,0.240543162,0.244907856,0.246362755,0.270126091
0.210960233,0.212900097,0.220174588,0.21871969,0.224539282,0.232298739,0.240543162,0.241513094,0.245877789,0.24442289,0.241028128,0.246847721,0.278370514
0.211930165,0.217749758,0.220174588,0.227449079,0.230358875,0.240543162,0.247817653,0.251697381,0.242483026,0.24442289,0.247817653,0.254122211,0.260911736
0.210475267,0.219204656,0.226964113,0.227934045,0.229388943,0.230843841,0.240058196,0.240058196,0.235693501,0.238118332,0.243937924,0.250242483,0.259941804
0.212415131,0.218234724,0.216779825,0.222599418,0.230843841,0.2371484,0.250242483,0.245877789,0.245392823,0.240543162,0.241028128,0.247817653,0.264306499
0.208535403,0.219689622,0.219204656,0.225024248,0.226479146,0.236178468,0.248302619,0.245392823,0.244907856,0.23957323,0.23957323,0.249272551,0.272550921
0.209020369,0.215809893,0.219204656,0.223084384,0.224054316,0.232298739,0.244907856,0.238118332,0.242483026,0.243452958,0.252667313,0.242967992,0.266246363
0.217749758,0.217264791,0.224539282,0.228419011,0.235693501,0.230358875,0.234238603,0.246847721,0.243937924,0.241513094,0.242483026,0.259941804,0.277885548
0.208050436,0.210960233,0.217264791,0.219689622,0.223084384,0.228419011,0.247332687,0.250242483,0.243452958,0.240543162,0.245877789,0.24442289,0.287099903
0.207080504,0.215809893,0.220174588,0.231328807,0.229873909,0.240543162,0.246847721,0.243937924,0.245877789,0.249272551,0.252667313,0.247332687,0.279340446
0.208535403,0.22114452,0.224054316,0.225024248,0.234723569,0.2371484,0.24442289,0.242967992,0.24199806,0.240543162,0.244907856,0.244907856,0.267216295
0.209505335,0.220174588,0.223084384,0.228419011,0.22599418,0.232783705,0.25557711,0.245392823,0.238603298,0.241028128,0.24199806,0.241513094,0.276915616
0.208050436,0.215324927,0.22356935,0.224539282,0.226479146,0.239088264,0.250242483,0.241028128,0.238118332,0.240543162,0.242483026,0.250727449,0.25800194
0.209020369,0.214839961,0.224054316,0.225509214,0.230358875,0.241028128,0.243937924,0.246847721,0.242483026,0.248787585,0.249757517,0.253637245,0.275945684
0.209990301,0.218234724,0.220174588,0.22356935,0.229388943,0.2371484,0.253637245,0.24442289,0.24442289,0.240543162,0.247817653,0.253637245,0.275945684
0.210960233,0.215324927,0.22356935,0.229388943,0.229873909,0.233268671,0.247817653,0.245877789,0.250242483,0.241028128,0.242967992,0.252667313,0.261881668
0.210475267,0.216779825,0.220174588,0.230358875,0.230843841,0.237633366,0.257516974,0.238603298,0.24199806,0.245877789,0.243937924,0.252667313,0.268186227
0.208535403,0.214839961,0.225024248,0.22599418,0.229873909,0.2371484,0.246362755,0.241513094,0.247332687,0.24442289,0.257032008,0.253152279,0.265276431
0.214354995,0.211930165,0.223084384,0.228419011,0.226479146,0.236178468,0.249757517,0.24199806,0.248302619,0.24199806,0.239088264,0.248787585,0.302618817
0.213385063,0.220659554,0.22356935,0.233268671,0.229388943,0.239088264,0.249757517,0.242483026,0.2371484,0.245877789,0.243937924,0.24442289,0.267701261
0.214354995,0.219689622,0.22356935,0.229388943,0.232298739,0.247332687,0.252667313,0.247817653,0.24199806,0.239088264,0.243452958,0.253637245,0.277885548
0.207080504,0.21871969,0.216294859,0.225509214,0.229873909,0.240543162,0.246847721,0.251697381,0.241513094,0.245392823,0.247332687,0.241513094,0.270611057
0.212415131,0.210475267,0.218234724,0.22599418,0.227934045,0.235208535,0.246847721,0.242483026,0.242967992,0.244907856,0.249272551,0.288069835,0.304558681
0.219689622,0.209505335,0.22599418,0.230358875,0.240058196,0.246847721,0.247332687,0.24442289,0.250242483,0.238603298,0.24442289,0.251697381,0.265276431
0.214354995,0.219689622,0.221629486,0.226479146,0.228419011,0.230843841,0.237633366,0.240543162,0.24199806,0.240058196,0.242967992,0.248787585,0.271580989
0.215324927,0.215809893,0.217264791,0.219689622,0.225024248,0.24199806,0.235208535,0.237633366,0.238603298,0.238118332,0.240543162,0.24199806,0.257516974
0.213870029,0.219204656,0.221629486,0.22356935,0.227934045,0.235208535,0.244907856,0.251697381,0.243452958,0.24442289,0.24199806,0.251212415,0.267701261
0.211445199,0.209505335,0.216779825,0.219689622,0.222599418,0.234238603,0.247332687,0.246362755,0.239088264,0.246847721,0.245392823,0.247332687,0.259456838
0.207080504,0.214839961,0.224539282,0.224539282,0.236663434,0.238603298,0.249272551,0.240058196,0.244907856,0.243937924,0.23957323,0.246362755,0.259941804
0.208535403,0.212900097,0.225024248,0.227934045,0.236178468,0.234238603,0.247332687,0.2371484,0.244907856,0.242967992,0.243937924,0.253637245,0.29243453
0.211930165,0.216294859,0.219204656,0.21871969,0.229873909,0.232783705,0.246362755,0.242967992,0.245877789,0.241028128,0.248302619,0.253152279,0.291949564
0.209020369,0.214354995,0.21871969,0.226964113,0.224054316,0.239088264,0.246362755,0.241028128,0.243452958,0.241513094,0.242483026,0.25557711,0.269156159
0.214354995,0.218234724,0.223084384,0.224539282,0.228903977,0.246847721,0.256547042,0.250727449,0.247817653,0.251212415,0.261396702,0.279825412,0.283705141
0.211445199,0.219204656,0.217749758,0.228903977,0.22599418,0.241028128,0.252182347,0.24442289,0.247817653,0.241028128,0.244907856,0.241513094,0.261881668
0.211930165,0.21871969,0.222114452,0.229388943,0.235208535,0.22599418,0.243937924,0.258486906,0.244907856,0.249757517,0.253152279,0.251697381,0.279825412
0.208050436,0.21871969,0.222599418,0.229388943,0.227934045,0.238603298,0.241028128,0.247332687,0.24199806,0.241028128,0.242967992,0.262366634,0.295829292
0.210960233,0.215809893,0.217749758,0.220659554,0.22599418,0.227449079,0.253152279,0.241028128,0.247817653,0.242483026,0.247817653,0.245877789,0.274975752
0.208535403,0.209990301,0.219204656,0.227449079,0.233268671,0.225024248,0.240543162,0.236178468,0.241028128,0.242967992,0.24442289,0.243937924,0.29970902
0.21871969,0.216779825,0.224539282,0.222599418,0.228419011,0.234723569,0.252182347,0.248302619,0.241028128,0.240058196,0.242483026,0.243937924,0.264306499
0.209990301,0.21871969,0.216779825,0.22599418,0.226479146,0.231813773,0.240543162,0.245877789,0.238118332,0.244907856,0.240543162,0.256547042,0.264791465
0.211930165,0.21871969,0.22356935,0.232783705,0.228903977,0.235693501,0.251697381,0.242967992,0.249757517,0.240543162,0.251697381,0.259456838,0.275945684
0.211445199,0.216779825,0.222114452,0.230358875,0.236663434,0.238603298,0.24199806,0.244907856,0.242483026,0.240058196,0.242483026,0.244907856,0.274490786
0.211930165,0.219204656,0.220659554,0.229873909,0.228419011,0.232783705,0.241028128,0.238603298,0.242483026,0.250242483,0.248787585,0.248302619,0.284675073
0.213385063,0.217749758,0.227449079,0.228903977,0.237633366,0.236663434,0.240543162,0.237633366,0.243937924,0.242483026,0.242483026,0.259941804,0.257032008
0.211445199,0.213385063,0.222599418,0.226964113,0.22114452,0.233753637,0.247817653,0.239088264,0.242483026,0.241028128,0.248787585,0.254607177,0.286129971
